NAME,LONGITUDE,LATITUDE,SCALERANK,LABELRANK,FEATURECLA,ISO_A2,POP_MAX
Ulaanbaatar,106.91661576200,47.91667339990,3,7,Admin-0 capital,MN,885000
Wellington,174.78327429100,-41.29997393930,3,8,Admin-0 capital,NZ,393400
Windhoek,17.08354610050,-22.57000608440,3,6,Admin-0 capital,NA,268132
Abuja,7.53332800155,9.08333314914,3,2,Admin-0 capital,NG,1576000
Bissau,-15.59836084130,11.86502382300,3,8,Admin-0 capital,GW,403339
Amman,35.93329992550,31.95002524720,3,8,Admin-0 capital,JO,1060000
Vilnius,25.31663529330,54.68336631180,3,8,Admin-0 capital,LT,542366
Riga,24.09996537140,56.95002382320,3,8,Admin-0 capital,LV,742572
Bishkek,74.58520422250,42.87307944650,3,8,Admin-0 capital,KG,837000
Maseru,27.48327307000,-29.31667437870,3,8,Admin-0 capital,LS,361324
Antananarivo,47.51662390010,-18.91663735060,3,6,Admin-0 capital,MG,1697000
Quito,-78.50005110850,-0.21498818065,3,7,Admin-0 capital,EC,1701000
San Jose,-84.08405135270,9.93501242974,3,8,Admin-0 capital,CR,1284000
San Salvador,-89.20304122080,13.71000164690,3,8,Admin-0 capital,SV,1433000
Kingston,-76.76743371370,17.97707662380,3,8,Admin-0 capital,JM,937700
Ndjamena,15.04914831410,12.11309653620,3,7,Admin-0 capital,TD,989000
Malabo,8.78327754582,3.75001527803,3,8,Admin-0 capital,GQ,155963
Asmara,38.93332352580,15.33333925270,3,8,Admin-0 capital,ER,620802
Zagreb,15.99999466820,45.80000673330,3,8,Admin-0 capital,HR,722526
Tallinn,24.72804072950,59.43387737950,3,8,Admin-0 capital,EE,394024
Lilongwe,33.78330196000,-13.98329506550,3,8,Admin-0 capital,MW,646750
Guatemala,-90.52696557790,14.62113466280,3,8,Admin-0 capital,GT,1024000
Libreville,9.45796504582,0.38538860972,3,7,Admin-0 capital,GA,578156
Suva,178.44170731500,-18.13301593140,3,8,Admin-0 capital,FJ,175399
Valparaiso,-71.62101363290,-33.04776446660,3,3,Admin-0 capital alt,CL,854000
Nouakchott,-15.97534041490,18.08642702120,3,7,Admin-0 capital,MR,742144
Bamako,-8.00003910464,12.65001466770,3,6,Admin-0 capital,ML,1494000
Beirut,35.50970821000,33.87197511700,3,8,Admin-0 capital,LB,1846000
Tbilisi,44.79079544960,41.72500998850,3,8,Admin-0 capital,GE,1100000
Astana,71.42777420950,51.18112530430,3,6,Admin-0 capital,KZ,345604
Vientiane,102.59998002000,17.96669272760,3,8,Admin-0 capital,LA,754000
Brazzaville,15.28468949250,-4.25918577181,3,7,Admin-0 capital,CG,1355000
Conakry,-13.68023502750,9.53152284641,3,8,Admin-0 capital,GN,1494000
Yamoussoukro,-5.27550256491,6.81838096000,3,8,Admin-0 capital,CI,206499
Ottawa,-75.70001530120,45.41669679670,3,2,Admin-0 capital,CA,1145000
Belgrade,20.46799068060,44.81864544580,3,8,Admin-0 capital,RS,1099000
Bandar Seri Begawan,114.93328405700,4.88333111462,3,8,Admin-0 capital,BN,296500
Sucre,-65.25951562670,-19.04097084670,3,6,Admin-0 capital,BO,224838
Belmopan,-88.76707299980,17.25203350720,3,8,Admin-0 capital,BZ,15220
Bangui,18.55828812530,4.36664430635,3,7,Admin-0 capital,CF,831925
Yaounde,11.51665075550,3.86670066214,3,6,Admin-0 capital,CM,1611000
Tirana,19.81888301460,41.32754070950,3,8,Admin-0 capital,AL,895350
Yerevan,44.51355139040,40.18115073550,3,8,Admin-0 capital,AM,1102000
Baku,49.86221716190,40.39527203270,3,8,Admin-0 capital,AZ,2122300
Phnom Penh,104.91663448000,11.55003012990,3,8,Admin-0 capital,KH,1466000
La Paz,-68.14998519050,-16.49797361370,3,6,Admin-0 capital,BO,1590000
Cotonou,2.51999059918,6.40000856417,3,8,Admin-0 capital,BJ,762000
Sofia,23.31665401070,42.68334942530,3,7,Admin-0 capital,BG,1185000
Minsk,27.56662715530,53.89997743640,3,6,Admin-0 capital,BY,1805000
Thimphu,89.63901403700,27.47298585920,3,8,Admin-0 capital,BT,98676
Gaborone,25.91194779330,-24.64631345740,3,7,Admin-0 capital,BW,208411
Canberra,149.12902624400,-35.28302854540,3,3,Admin-0 capital,AU,327700
Ouagadougou,-1.52472375630,12.37031597790,3,8,Admin-0 capital,BF,1149000
Sarajevo,18.38300166700,43.85002239900,3,8,Admin-0 capital,BA,696731
Naypyidaw,96.11861852920,19.76655702610,3,5,Admin-0 capital,MM,930000
Nukualofa,-175.22056447800,-21.13851235670,3,0,Admin-0 capital,TO,42620
Hargeysa,44.06531001670,9.56002239882,3,0,Admin-0 capital,-99,477876
Victoria,55.44998978560,-4.61663165397,3,0,Admin-0 capital,SC,33576
Sao Tome,6.73332515323,0.33340211883,3,0,Admin-0 capital,ST,88219
Apia,-171.73864160900,-13.84154504240,3,0,Admin-0 capital,WS,61916
Valletta,14.51471065130,35.89973248190,3,0,Admin-0 capital,MT,368250
Male,73.49994746800,4.16670818981,3,0,Admin-0 capital,MV,112927
Jerusalem,35.20662593460,31.77840781560,3,0,Admin-0 capital,IL,1029300
Praia,-23.51668888500,14.91669801730,3,0,Admin-0 capital,CV,113364
Nassau,-77.35004378430,25.08339011540,3,0,Admin-0 capital,BS,227940
Nicosia,33.36663488640,35.16667645170,3,0,Admin-0 capital,CY,224300
Hanoi,105.85001420000,21.03332724910,2,5,Admin-0 capital,VN,4378000
Ankara,32.86439164100,39.92723858550,2,5,Admin-0 capital,TR,3716000
Budapest,19.08332067740,47.50000632640,2,6,Admin-0 capital,HU,1679000
Sanaa,44.20659338260,15.35473329570,2,6,Admin-0 capital,YE,2008000
Bucharest,26.09994665400,44.43337180490,2,6,Admin-0 capital,RO,1942000
Damascus,36.29999588900,33.50003399560,2,6,Admin-0 capital,SY,2466000
Lisbon,-9.14486630549,38.72272287790,2,6,Admin-0 capital,PT,2812000
Khartoum,32.53417923860,15.58807822570,2,5,Admin-0 capital,SD,4754000
Oslo,10.74997920600,59.91669028640,2,7,Admin-0 capital,NO,835000
Warsaw,20.99999955110,52.25000062980,2,5,Admin-0 capital,PL,1707000
Pyongyang,125.75469071400,39.01943869940,2,6,Admin-0 capital,KP,3300000
Dar es Salaam,39.26834183630,-6.80001259474,2,5,Admin-0 capital,TZ,2930000
Dublin,-6.24890568178,53.33306113600,2,8,Admin-0 capital,IE,1059000
Monrovia,-10.80475162910,6.31055665987,2,8,Admin-0 capital,LR,1041000
Kuala Lumpur,101.69998327500,3.16666587210,2,6,Admin-0 capital,MY,1448000
Havana,-82.36418217130,23.13195884090,2,6,Admin-0 capital,CU,2174000
Prague,14.46597977570,50.08333701490,2,7,Admin-0 capital,CZ,1162000
Kuwait,47.97830114620,29.36971763000,2,8,Admin-0 capital,KW,2063000
Santo Domingo,-69.90008508470,18.47007285460,2,8,Admin-0 capital,DO,2154000
Accra,-0.21671574035,5.55003460583,2,6,Admin-0 capital,GH,2121000
Tripoli,13.18001175810,32.89250001940,2,7,Admin-0 capital,LY,2189000
Tel Aviv-Yafo,34.77001175820,32.07999147440,2,8,Admin-0 capital alt,IL,3112000
Helsinki,24.93412634150,60.17556337400,2,7,Admin-0 capital,FI,1115000
København,12.56348574730,55.67856419040,2,8,Admin-0 capital,DK,1085000
Abidjan,-4.04004825989,5.31999696749,2,8,Admin-0 capital,CI,3802000
Brasilia,-47.91605228840,-15.78334023150,2,1,Admin-0 capital,BR,3716996
Brussels,4.33331660830,50.83331707670,2,8,Admin-0 capital,BE,1743000
Dhaka,90.40857946670,23.72305971170,2,2,Admin-0 capital,BD,12797394
Luanda,13.23442704130,-8.83828611363,2,6,Admin-0 capital,AO,5172900
Algiers,3.05055252952,36.76306479800,2,5,Admin-0 capital,DZ,3354000
Rangoon,96.16667761130,16.78335410460,2,5,Admin-0 capital,MM,4088000
San Francisco,-122.45997766300,37.74000775050,1,1,Populated place,US,3450000
Denver,-104.98401595200,39.73918804840,1,1,Admin-1 capital,US,2313000
Houston,-95.33997929050,29.81997438460,1,1,Populated place,US,4459000
Miami,-80.22410608080,25.78761069640,1,1,Populated place,US,5585000
Atlanta,-84.39994938330,33.83001385400,1,1,Admin-1 capital,US,4506000
Chicago,-87.75005497410,41.82999066070,1,1,Populated place,US,8990000
Caracas,-66.91703719240,10.50099855440,1,6,Admin-0 capital,VE,2985000
Kiev,30.51662796910,50.43336732900,1,5,Admin-0 capital,UA,2709000
Dubai,55.27997432340,25.22999615380,1,8,Admin-1 capital,AE,1379000
Tashkent,69.29493281950,41.31170188300,1,6,Admin-0 capital,UZ,2184000
Madrid,-3.68335168600,40.40002626450,1,3,Admin-0 capital,ES,5567000
Geneva,6.14002803409,46.21000754710,1,7,Admin-1 capital,CH,1240000
Stockholm,18.09733473280,59.35075995430,1,7,Admin-0 capital,SE,1264000
Bangkok,100.51664465200,13.74999920550,1,5,Admin-0 capital,TH,6704000
Lima,-77.05006209480,-12.04801267610,1,5,Admin-0 capital,PE,8012000
Dakar,-17.47313012840,14.71583172500,1,8,Admin-0 capital,SM,2604000
Johannesburg,28.03000972360,-26.17004474000,1,3,Admin-0 capital,ZA,3435000
Amsterdam,4.91664017601,52.34996868810,1,8,Admin-0 capital,NL,1031000
Casablanca,-7.61636743309,33.59997621560,1,5,Admin-1 capital,MA,3181000
Seoul,126.99973099700,37.56634909980,1,3,Admin-0 capital,KR,9796000
Manila,120.98221716200,14.60415895480,1,5,Admin-0 capital,PH,11100000
Monterrey,-100.32998478400,25.66999513650,1,2,Admin-1 capital,MX,3712000
Auckland,174.76498083400,-36.85001300180,1,8,Admin-1 capital,NZ,1245000
Berlin,13.40154862330,52.52181866360,1,3,Admin-0 capital,DE,3406000
Urumqi,87.57500565490,43.80501222640,1,1,Admin-1 capital,CN,2151000
Chengdu,104.07001949000,30.67000001930,1,1,Admin-1 capital,CN,4123000
Osaka,135.46014481500,34.75003521630,1,2,Admin-1 region capital,JP,11294000
Kinshasa,15.31497188180,-4.32972410189,1,3,Admin-0 capital,CD,7843000
New Delhi,77.19998002010,28.60002300920,1,1,Admin-0 capital,IN,317797
Bangalore,77.56000972380,12.96999513650,1,1,Admin-1 capital,IN,6787000
Athens,23.73332108430,37.98332623190,1,6,Admin-0 capital,GR,3242000
Baghdad,44.39386877320,33.33864849750,1,5,Admin-0 capital,IQ,5054000
Addis Ababa,38.70000443400,9.03331036268,1,3,Admin-0 capital,ET,3100000
Tehran,51.42434403360,35.67194276840,1,5,Admin-0 capital,IR,7873000
Vancouver,-123.12164421800,49.27341658410,1,2,Populated place,CA,2313328
Toronto,-79.42002079440,43.69997987780,1,2,Admin-1 capital,CA,5213000
Buenos Aires,-58.39753137370,-34.60250160850,1,3,Admin-0 capital,AR,12795000
Kabul,69.18326004930,34.51669028630,1,5,Admin-0 capital,AF,3277000
Vienna,16.36663895540,48.20001527820,1,7,Admin-0 capital,AT,2400000
Melbourne,144.97501623500,-37.82003131230,1,3,Admin-1 capital,AU,4170000
Taipei,121.56833333333,25.03583333333,1,8,Admin-0 capital,TW,6900273
Los Angeles,-118.17998051100,33.98997825020,0,1,Populated place,US,12500000
"Washington, D.C.",-77.00941858080,38.89954937650,0,1,Admin-0 capital,US,4338000
New York,-73.98001692880,40.74997906400,0,1,Populated place,US,19040000
London,-0.11672184386,51.49999472970,0,5,Admin-0 capital,GB,8567000
Istanbul,29.01000158560,41.10499615380,0,5,Admin-1 capital,TR,10061000
Riyadh,46.77274165730,24.64083314920,0,5,Admin-0 capital,SA,4465000
Cape Town,18.43498815780,-33.92001096720,0,3,Admin-0 capital,ZA,3215000
Moscow,37.61552282590,55.75216412260,0,2,Admin-0 capital,RU,10452000
Mexico City,-99.13098820170,19.44244244280,0,2,Admin-0 capital,MX,19028000
Lagos,3.39153107121,6.44326165348,0,2,Admin-0 capital alt,NG,9466000
Rome,12.48325842150,41.89595562650,0,3,Admin-0 capital,IT,3339000
Beijing,116.38828568400,39.92889223130,0,1,Admin-0 capital,CN,11106000
Nairobi,36.81665685910,-1.28334674185,0,5,Admin-0 capital,KE,3010000
Jakarta,106.82943762100,-6.17441770541,0,1,Admin-0 capital,ID,9125000
Bogota,-74.08334395520,4.59642356253,0,5,Admin-0 capital,CO,7772000
Cairo,31.24996821970,30.04996034650,0,3,Admin-0 capital,EG,11893000
Shanghai,121.43650467800,31.21645245260,0,1,Admin-1 capital,CN,14987000
Tokyo,139.75140742900,35.68501690580,0,2,Admin-0 capital,JP,35676000
Mumbai,72.85698929740,19.01699037570,0,1,Admin-1 capital,IN,18978000
Paris,2.33333532574,48.86669293120,0,3,Admin-0 capital,FR,9904000
Santiago,-70.66704085460,-33.45001381550,0,3,Admin-0 capital,CL,5720000
Kolkata,88.32467565810,22.49496929830,0,1,Admin-1 capital,IN,14787000
Rio de Janeiro,-43.22502079420,-22.92502317420,0,1,Populated place,BR,11748000
Sao Paulo,-46.62501998040,-23.55867958700,0,1,Admin-1 capital,BR,18845000
Sydney,151.18517980900,-33.92001096720,0,3,Admin-1 capital,AU,4630000
Singapore,103.85582067800,1.29303346649,0,0,Admin-0 capital,SG,5183700
Hong Kong,114.18500931700,22.30498089500,0,0,Admin-0 region capital,HK,7206000
